id,CALL_RDD_RECORD,CALL_RDD_CNT,CALL_RDD_CNT_IN,CALL_RDD_LOCAL,CALL_RDD_IN_PROVINCE,CALL_RDD_BY_PROVINCE,CALL_RDD_GAT,CALL_RDD_INTERNATIONAL,CALL_RDD_TIME,CALL_RDD_TIME_IN,CALL_RDD_TIME_INOUTRATIO,CALL_RDD_TIME_PERSON,CALL_RDD_TIME_BUSINESS,CALL_RDD_TIME_PBRATIO,CALL_RDD_PERSON,CALL_RDD_PERSON_IN,CALL_RDD_PERSON_RATIO,CALL_RDD_BUSINESS,CALL_RDD_BUSINESS_IN,CALL_RDD_BUSINESS_RATIO,CALL_RDD_PBRATIO,CALL_RDD_HOWMANYPERSON,CALL_RDD_HOWMANYBUSINESS,CALL_RDD_AVGTIME,CALL_RDD_DAYTIME,CALL_RDD_AFTERNOON,CALL_RDD_NIGHT,CALL_RDD_BEFOREDAWN,CALL_RDD_MAXTIME,CALL_RDD_MINTIME,CALL_RDD_TIMEVAR,CALL_RDD_MEANFREQ,CALL_RDD_MINFREQ,CALL_RDD_MAXFREQ,CALL_RDD_VARFREQ,CALL_RDD_FREQONEDAY,CALL_RDD_SHORTTIME,CALL_RDD_LONGTIME,CALL_RDD_LLONGTIME,CALL_RDD_LIANTONG,CALL_RDD_YIDONG,CALL_RDD_DIANXIN,CALL_RDD_KEFU,CALL_RDD_DAYWITHCALL,CALL_RDD_DAYWITHCALLIN,CALL_RDD_DAYWITHCALLOUT
u4087,1,60,31,56,,4,,,57.51666641,23.31666756,0.405389041,52.51666641,5,0.913067102,52,27,0.51922977,8,4,0.499993742,0.866665244,0,34,0.958609521,19,31,11,1,8.199999809,0.016666668,2.050973415,17.14406395,0,162.8333282,843.6098633,1.399893165,45,2,0,8,36,8,3,27,19,20
u3249,1,136,69,134,2,,,,108.1333313,58.28333282,0.538994551,106.3833313,1.75,0.983815372,132,66,0.499999613,4,3,0.749981225,0.970587492,0,24,0.79509747,43,72,47,7,7.050000191,0.016666668,1.173422813,7.667900562,0,90.03333282,148.634964,3.129890203,116,2,0,53,74,5,0,37,31,29
u2385,1,30,23,22,,8,,,57.20000076,46.68333435,0.816140771,55.54999924,1.649999976,0.971152127,27,21,0.77777487,3,2,0.666644454,0.899996996,0,17,1.906660318,10,14,7,2,28.89999962,0.083333336,26.89221764,32.4494133,0.033333335,271.1499939,2940.577393,0.739610434,21,2,1,3,19,2,2,15,14,6
u3961,1,3,1,3,,,,,1.850000024,0.233333334,0.126119316,0.816666663,1.033333302,0.441417575,2,1,0.499974996,1,0,0,0.666644454,0,3,0.616646111,0,2,1,0,1.033333302,0.233333334,0.107218646,144.2659454,4.283333302,284.25,19595.23633,0.166359305,2,0,0,0,0,2,0,2,1,1
u2964,1,183,89,120,62,1,,,278.5666809,145.3166656,0.521658301,259.8500061,18.71666718,0.932810485,178,87,0.488763779,5,2,0.399991989,0.972677052,0,43,1.522221446,89,79,33,11,13.8166666,0.016666668,4.050888062,5.586446762,0,84.40000153,124.2363663,4.29603529,107,13,0,14,106,57,4,37,34,26
u2661,1,1,0,1,,,,,1.183333278,0,0,1.183333278,0,0.999915481,1,0,0,0,0,0,0.999899983,0,1,1.183215022,1,0,0,0,1.183333278,1.183333278,1.40E-08,1080,1080,1080,0,0.022222221,0,0,0,0,1,0,0,1,,1
u4973,1,485,153,481,,4,,,337.75,103.4333344,0.306242198,324.3666687,13.38333321,0.960374773,478,153,0.320083618,7,0,0,0.985566795,0,133,0.696391582,317,139,74,220,4.416666508,0.016666668,0.222230345,0.810020626,0,68.83333588,12.88371277,29.62521744,392,0,0,474,0,4,0,15,14,15
u4614,1,1,0,1,,,,,1.850000024,0,0,1.850000024,0,0.999945939,1,0,0,0,0,0,0.999899983,0,1,1.849815011,0,1,0,0,1.850000024,1.850000024,3.42E-08,1080,1080,1080,0,0.022222221,0,0,0,1,0,0,0,1,,1
u0834,1,172,95,167,4,1,,,156.9833374,89.48332977,0.570017695,125.5666656,31.41666603,0.7998721,148,89,0.601350963,24,6,0.249998957,0.860464633,0,39,0.912693262,62,89,37,9,5.466666698,0.06666667,1.149355292,6.235379696,0.016666668,41.56666565,61.46866989,3.848942041,125,4,0,93,49,6,4,44,35,34
u4079,1,358,267,352,3,3,,,340.7999878,248.2333374,0.728383958,319.9333191,20.86666679,0.938771248,328,239,0.728658319,30,28,0.933330238,0.916200876,1,187,0.95195502,155,191,36,3,4.383333206,0.033333335,0.691594362,2.919281006,0,44.78333282,39.22406006,8.220920563,225,0,0,19,204,104,0,41,40,28
u0260,1,17,2,15,2,,,,37.40000153,2.75,0.073529214,22.93333244,14.46666622,0.613189101,13,1,0.076922484,4,1,0.249993756,0.764701366,0,8,2.199987173,6,8,5,0,10.48333359,0.033333335,9.612002373,66.56246185,0.033333335,192.3666687,2988.848877,0.36056307,9,3,0,7,6,0,3,15,2,13
u3695,1,68,11,27,1,40,,,94.66666412,10.03333378,0.105985805,89.44999695,5.216666698,0.94489336,57,11,0.192982122,11,0,0,0.838234067,0,10,1.392154813,45,9,12,5,10.14999962,0.150000006,2.401985645,15.49178886,0.016666668,107.2333298,551.0682983,1.549197793,36,2,0,2,52,3,2,26,5,25
u1877,1,13,0,8,5,,,,41.79999924,0,0,41.79999924,0,0.999997616,13,0,0,0,0,0,0.999992311,0,5,3.215359926,6,7,5,0,29.20000076,0.150000006,57.08928299,13.77082157,0.016666668,89.73332977,583.6367188,1.742802739,9,0,1,3,10,0,0,5,,5
u1373,1,636,292,625,,11,,,1159.449951,611.1833496,0.527132094,1151.583374,7.866666794,0.993215084,623,287,0.460674077,13,5,0.384612411,0.9795596,0,101,1.823034286,327,274,95,56,29.16666603,0.016666668,8.421545029,1.685354352,0,22.25,12.45406532,14.23948383,346,47,3,78,329,215,1,45,44,45
u3393,1,7,1,5,,2,,,6.699999809,0.466666669,0.069650702,6.699999809,0,0.999985099,7,1,0.142855108,0,0,0,0.999985695,0,2,0.95712918,3,4,3,0,2.616666555,0.13333334,1.023624778,100.1220551,2.299999952,376.0833435,16766.31836,0.239707187,5,0,0,0,5,2,0,5,1,5
u1312,1,118,38,48,1,69,,,536.0666504,177.2833405,0.330711305,535.2833252,0.783333361,0.998538554,116,36,0.310344547,2,2,0.999949992,0.983049989,0,35,4.542933941,60,41,26,7,41.11666489,0.116666667,53.20240402,8.900426865,0.016666668,77.91666412,155.1814575,2.696469784,39,22,6,5,91,16,1,37,21,29
u1973,1,72,35,61,9,2,,,183.7666626,56.11666489,0.30536896,176.1333313,7.633333206,0.958461285,67,33,0.492536575,5,2,0.399991989,0.930554271,0,21,2.552311182,18,31,35,3,37.38333511,0.083333336,30.22315407,14.47464561,0.016666668,79.58333588,370.5960999,1.658060193,37,6,2,10,17,39,3,33,19,22
u2966,1,5,3,5,,,,,7.033333302,4.050000191,0.575821221,7.033333302,0,0.999985754,5,3,0.599987984,0,0,0,0.999979973,0,4,1.406638503,0,4,1,0,3.016666651,0.283333331,0.867938221,108.0955658,0.033333335,257.4833374,8751.881836,0.222025558,2,0,0,1,1,3,0,4,2,2
u0357,1,190,107,188,2,,,,212.3833313,123.0333328,0.579298139,208.7666626,3.616666555,0.982970595,185,104,0.562161863,5,3,0.599987984,0.973683715,0,33,1.117806435,95,90,27,31,9.383333206,0.116666667,1.515013933,5.625837326,0.016666668,44.59999847,69.5083313,4.265955925,123,3,0,59,123,3,0,42,39,32
u3687,1,164,53,163,,1,,,594.9000244,299.3833313,0.503249764,529.8833618,65.01667023,0.890709758,150,45,0.299999803,14,8,0.571424484,0.914633572,0,32,3.627436876,91,47,15,35,30.08333397,0.016666668,21.37055588,5.731799126,0,58.08333206,99.33614349,4.187093735,56,38,2,19,126,2,1,34,22,29
u4064,1,389,181,379,10,,,,831.8833618,314.8333435,0.37845847,696.25,135.6333313,0.836956203,290,128,0.44137916,99,53,0.535353005,0.745501101,0,78,2.138516903,155,174,121,4,30,0.016666668,13.58761978,2.75262022,0,28.58333397,21.59461975,8.718648911,175,27,4,39,210,40,1,45,44,43
u4210,1,28,13,22,5,1,,,26.53333282,14.85000038,0.559671283,26.53333282,0,0.999996245,28,13,0.464284062,0,0,0,0.999996424,0,8,0.947615683,7,13,10,1,3.466666698,0.116666667,0.590627134,32.22406387,0.016666668,170.6166687,2147.919434,0.744782746,19,0,0,17,3,8,0,15,10,10
u2490,1,92,48,44,45,3,,,299.0499878,176.3500061,0.58970052,299.0499878,0,0.999999642,92,48,0.521738589,0,0,0,0.999998927,0,21,3.250540018,38,42,26,8,19.95000076,0.13333334,16.86509895,11.13040161,0,96.05000305,281.6254272,2.156237125,39,22,0,8,82,2,0,31,20,24
u1902,1,107,22,37,68,2,,,231.25,29.58333397,0.12792787,230.9499969,0.300000012,0.998702288,106,21,0.198113024,1,1,0.999899983,0.990653276,0,11,2.161212921,27,42,46,13,19.83333397,0.083333336,9.897414207,10.04559612,0.016666668,74.76667023,190.630249,2.38908267,56,11,0,38,48,18,1,41,12,37
u1258,1,104,58,103,,1,,,146.9666595,99.43333435,0.676570177,135.1166687,11.85000038,0.919368863,98,54,0.551019847,6,4,0.66665554,0.942306757,0,28,1.413139701,47,48,17,9,18.81666756,0.100000001,5.171387672,10.26682758,0.016666668,86.08333588,191.83638,2.337602854,58,4,0,66,30,1,0,38,30,25
u3395,1,175,102,171,,4,,,114.2833328,73.41666412,0.642408669,96.28333282,18,0.842495978,168,102,0.607142508,7,0,0,0.959999442,0,65,0.653047264,55,130,23,0,5.016666889,0.016666668,0.677063346,6.044827461,0,50.45000076,81.95903015,3.970271111,140,1,0,47,84,29,0,43,36,34
u2819,1,2385,1133,2369,,16,,,2777.833252,1157.733276,0.416775644,2777.833252,0,0.99999994,2385,1133,0.475052387,0,0,0,0.99999994,0,260,1.164709926,1334,751,466,719,24.56666756,0.016666668,4.282473087,0.449545592,0,25.70000076,2.230535746,53.37537003,1737,70,4,2367,7,11,0,45,43,44
u4472,1,3058,1306,2934,,124,,,2843.899902,1303.900024,0.458490074,2817.81665,26.08333397,0.990828276,3040,1300,0.427631557,18,6,0.333331496,0.994113743,0,209,0.929986894,1632,1329,697,902,20.5,0.016666668,1.748159885,0.3508614,0,14.10000038,1.371248126,68.38358307,2322,51,1,2850,154,35,6,45,45,45
u3673,1,25,19,19,,6,,,22.95000076,20.36666679,0.887432575,22.25,0.699999988,0.9694947,24,19,0.791663349,1,0,0,0.959996164,0,17,0.917996347,7,17,7,1,11.55000019,0.016666668,5.130977631,44.35831451,0.016666668,149.3333282,1557.738647,0.541047275,22,1,0,1,16,7,0,19,15,6
u3210,1,206,106,206,,,,,278.1666565,211.4333344,0.760095596,274.5,3.666666746,0.986818075,202,103,0.509900749,4,3,0.749981225,0.980582058,0,31,1.350322962,92,108,37,14,30,0.016666668,9.543463707,5.171056747,0,46.23333359,63.3134079,4.641128063,154,11,1,88,74,40,1,42,37,38
u4388,1,5,4,3,,2,,,4.183333397,2.400000095,0.573691487,0.766666651,3.416666746,0.183262557,3,3,0.999966681,2,1,0.499974996,0.599987984,0,4,0.836649954,4,1,0,0,1.783333302,0.150000006,0.51836741,90.77893829,0.016666668,221.25,6891.46582,0.26437822,3,0,0,3,0,0,1,4,3,1
u4750,1,130,44,130,,,,,1157.400024,685.3499756,0.592146158,1157.400024,0,0.99999994,130,44,0.33846128,0,0,0,0.999999225,0,1,8.90307045,39,20,52,44,115,0.033333335,326.2993469,4.495477676,0,42.31666565,56.04301834,5.338579655,43,29,15,130,0,0,0,24,22,20
u0575,1,54,29,39,15,,,,65.75,34.38333511,0.522939622,65.75,0,0.99999845,54,29,0.537036061,0,0,0,0.999998152,0,6,1.217590332,28,19,11,7,6.616666794,0.150000006,2.270226479,19.7965374,0.016666668,100.1500015,582.5371094,1.212327123,38,4,0,17,4,33,0,27,16,17
u2247,1,54,26,43,,11,,,143.5166626,91.41666412,0.636975527,139.0666656,4.449999809,0.968992472,50,26,0.519998968,4,0,0,0.925924182,0,13,2.657711029,19,23,17,4,16.18333244,0.06666667,11.81513977,17.05660057,0.016666668,76.53333282,423.2430725,1.40707171,27,10,0,0,12,38,4,25,18,17
u1593,1,1,0,1,,,,,0.566666663,0,0,0.566666663,0,0.99982357,1,0,0,0,0,0,0.999899983,0,1,0.566609979,1,0,0,0,0.566666663,0.566666663,3.21E-09,1080,1080,1080,0,0.022222221,1,0,0,0,1,0,0,1,,1
u1131,1,243,187,243,,,,,244,205.8666687,0.843715489,244,0,0.999999583,243,187,0.769546986,0,0,0,0.999999583,0,5,1.004114866,86,131,61,12,7.583333492,0.06666667,1.339945912,4.373346806,0,42.73333359,47.88649368,5.487662315,166,6,0,241,2,0,0,43,40,27
u4954,1,410,149,256,147,7,,,823.5166626,311.7333374,0.378539145,822.333313,1.183333278,0.998562932,409,148,0.3618581,1,1,0.999899983,0.99756074,0,40,2.008576632,11,205,164,62,41.11666489,0.016666668,14.81729889,2.382477522,0,88.80000305,39.46062088,10.07312489,197,23,3,35,312,62,0,37,33,35
u4133,1,194,66,120,55,19,,,201.2666626,66.93333435,0.332560271,173.0166626,28.25,0.859638512,170,63,0.370588005,24,3,0.124999478,0.876288235,0,81,1.037456512,68,118,14,2,6.016666889,0.100000001,0.880738556,5.383764744,0.016666668,63.54999924,96.85079193,4.457764149,121,4,0,16,137,13,1,39,27,36
u4617,1,28,6,25,3,,,,30.53333282,4.25,0.139191687,20.51666641,10.01666641,0.671941042,21,5,0.238094106,7,1,0.142855108,0.749997318,0,14,1.090472341,3,20,8,0,5.733333111,0.200000003,2.019683838,35.55121994,0,194.1999969,2521.897705,0.675080419,20,2,0,9,11,1,1,14,4,12
u3550,1,134,21,30,5,99,,,365.1000061,27.01666641,0.073997974,358.1333313,6.966666698,0.980918229,132,21,0.159090787,2,0,0,0.985073864,0,15,2.724624872,37,49,57,10,30,0.016666668,19.89452744,8.006891251,0.016666668,365.4833374,1132.970825,2.997380495,62,16,3,20,103,8,0,26,11,25
u0959,1,327,140,315,,12,,,783.5166626,388.5333252,0.495883882,777.5666504,5.949999809,0.992405891,322,137,0.425465703,5,3,0.599987984,0.984709203,1,54,2.396074772,203,108,69,3,30,0.06666667,16.38947678,3.245449781,0,24.95000076,33.71696472,7.394741058,156,32,5,19,199,103,2,45,41,41
u0951,1,240,134,199,13,28,,,273.1333313,161.75,0.592201412,272.4833374,0.649999976,0.997619867,238,132,0.554621637,2,2,0.999949992,0.991666257,0,50,1.138055086,120,110,50,15,25.10000038,0.050000001,4.722663403,4.465411186,0,46.31666565,48.45904922,5.374524593,175,8,1,18,165,55,1,44,39,40
u2091,1,76,20,53,,23,,,533.3499756,48.68333435,0.091278382,533.3499756,0,0.999999821,76,20,0.263157547,0,0,0,0.999998689,0,10,7.017754078,32,44,18,4,33.15000153,0.13333334,92.443367,13.87288666,0.016666668,113.2166672,450.4108276,1.729980707,30,16,10,27,26,23,0,30,14,27
u1207,1,155,96,132,,23,,,84.30000305,35.54999924,0.42170769,80.05000305,4.25,0.949583709,152,96,0.631578505,3,0,0,0.980644524,0,15,0.543870628,38,37,58,30,7,0.083333336,0.819010317,6.905194283,0.016666668,63.70000076,106.5029144,3.475594044,140,1,0,114,38,0,3,39,31,28
u4178,1,79,49,68,9,2,,,97.8666687,70.44999695,0.719856203,97.8666687,0,0.999998987,79,49,0.620252371,0,0,0,0.999998748,0,10,1.238816977,35,34,16,1,8.633333206,0.100000001,2.073954582,9.441879272,0.033333335,66.81666565,150.7096405,2.541840076,54,3,0,4,64,11,0,28,22,18
u2473,1,27,20,27,,,,,33.36666489,28.88333321,0.865631759,31.60000038,1.766666651,0.947050095,22,17,0.772723734,5,3,0.599987984,0.814811826,0,10,1.235797882,11,14,3,2,7.300000191,0.116666667,2.788090467,35.9224205,0.383333325,191.3666687,2135.193359,0.668104529,18,2,0,0,18,4,0,16,13,5
u2911,1,367,198,292,48,27,,,356.4500122,199.6333313,0.560059667,350.0666809,6.383333206,0.982091665,355,195,0.549295604,12,3,0.249997914,0.967302203,0,84,0.971253157,151,132,66,102,7.916666508,0.016666668,1.256435633,2.910382509,0,30,18.48274422,8.246055603,254,9,0,21,302,31,0,45,44,41
u3619,1,273,146,268,2,3,,,455.2000122,218.0666656,0.479056716,448.3999939,6.800000191,0.985061288,266,144,0.541353166,7,2,0.285710216,0.974358618,0,72,1.667398691,104,157,64,5,35.61666489,0.016666668,11.14431,3.898590565,0,49.98333359,57.09096527,6.155912876,157,11,2,88,142,35,0,42,37,38
u4842,1,237,56,193,3,41,,,757.4833374,395.7999878,0.522519708,756.9333496,0.550000012,0.999273777,236,56,0.237288028,1,0,0,0.99578017,0,13,3.196130753,95,76,75,24,64.3833313,0.033333335,64.45220184,4.5206213,0,30.93333244,34.16391373,5.308887482,139,21,9,19,114,103,1,45,32,43
u2264,1,198,185,198,,,,,285.0833435,270.2999878,0.948143482,279.3166809,5.766666889,0.979771674,194,181,0.93298918,4,4,0.999975026,0.979797482,0,49,1.439814091,97,75,25,27,15.01666641,0.116666667,4.126152515,5.390862465,0,39.79999924,55.46525574,4.451895237,123,10,0,13,100,80,0,43,43,10
u0890,1,62,23,33,1,28,,,132.6666718,31.46666718,0.237185746,131.3999939,1.266666651,0.990451515,60,23,0.3833327,2,0,0,0.967740357,0,22,2.139781475,13,33,32,1,30,0.016666668,20.11037445,14.57568073,0.016666668,133.0500031,747.741394,1.646566987,32,2,1,1,54,3,1,20,12,15
u2743,1,127,78,105,18,4,,,215.9166718,140.6999969,0.651639998,210.3333282,5.583333492,0.974140823,119,74,0.621848226,8,4,0.499993742,0.937007129,2,42,1.700129867,30,70,41,3,23,0.100000001,10.06495476,8.425263405,0.016666668,74.73332977,164.8160248,2.848541737,80,10,1,25,62,30,4,38,35,27
u0529,1,5,0,5,,,,,1.933333278,0,0,0,1.933333278,0,0,0,0,5,0,0,0,0,2,0.386658937,1,2,2,1,0.616666675,0.25,0.016044123,117.8580399,4.583333492,248.2666626,11770.32617,0.20363465,5,0,0,0,0,0,3,4,,4
u1365,1,241,130,239,,2,,,421.7333374,226.6666718,0.537464321,419.3166809,2.416666746,0.994269431,236,129,0.546609938,5,1,0.199995995,0.979252696,0,30,1.749930143,110,115,35,4,42.21666718,0.033333335,10.37856102,4.409444332,0.016666668,48,42.19276047,5.442739487,125,9,1,76,111,47,0,44,40,40
u0946,1,56,36,56,,,,,47.91666794,34.83333206,0.726954997,47.91666794,0,0.999997914,56,36,0.642856002,0,0,0,0.999998212,0,12,0.855653226,29,28,7,8,7.349999905,0.150000006,1.503363132,18.95545197,0.016666668,74,440.1602478,1.266119838,44,1,0,10,43,3,0,28,22,13
u2337,1,62,33,62,,,,,81.3833313,67.91666412,0.834526956,81.08333588,0.300000012,0.996312499,60,32,0.533332467,2,1,0.499974996,0.967740357,0,12,1.312632322,39,20,6,12,8.966666222,0.050000001,4.288852215,17.06010628,0.033333335,112.3666687,647.1729736,1.406782508,46,4,0,9,46,4,1,27,19,18
u3990,1,34,21,34,,,,,27.29999924,15.23333359,0.557995498,27.29999924,0,0.999996364,34,21,0.617645264,0,0,0,0.999997079,0,9,0.802938819,12,17,12,0,4.566666603,0.016666668,0.585267425,24.86918449,0.016666668,157.0500031,1783.042603,0.965045869,27,0,0,15,7,10,0,14,14,8
u1773,1,365,234,356,4,5,,,591.7333374,377.3833313,0.63775903,589.6166382,2.116666555,0.996422768,360,231,0.641666472,5,3,0.599987984,0.986301124,0,54,1.621186733,158,163,89,19,24,0.033333335,4.303536415,2.924954176,0,27.58333397,24.44355774,8.204976082,178,18,1,165,164,21,2,45,45,36
u4404,1,2,1,2,,,,,1.383333325,0.516666651,0.373466969,0.516666651,0.866666675,0.373466969,1,1,0.999899983,1,0,0,0.499974996,0,2,0.691632092,0,1,1,0,0.866666675,0.516666651,0.03062347,774.1589355,774.166687,774.166687,5.99E-05,0.031001382,2,0,0,0,0,1,1,2,1,1
u0923,1,186,102,164,1,21,,,268.8999939,82.93333435,0.308416903,263.0166626,5.883333206,0.978120387,177,99,0.559321702,9,3,0.333329618,0.951612413,0,29,1.445698142,84,76,51,12,31.48333359,0.033333335,16.61265182,5.731260777,0,41.40000153,62.41477203,4.187487125,148,7,3,110,44,21,2,43,39,35
u1922,1,1261,636,1094,60,107,,,2050.983398,996.9500122,0.486083895,2019.650024,31.33333397,0.984722733,1241,623,0.502014458,20,13,0.649996758,0.984139502,1,150,1.626473546,448,605,303,152,30,0.016666668,5.265872002,0.853941798,0,15.01666641,3.999015808,28.10166931,651,57,5,121,717,401,1,45,45,45
u0263,1,15,10,13,2,,,,29.03333282,9.833333015,0.338689983,9.783333778,19.25,0.336967826,8,6,0.749990642,7,4,0.571420431,0.533329785,0,13,1.935542703,2,12,2,0,7.283333302,0.033333335,5.22796011,58.07971954,0.116666667,257.7333374,4501.725586,0.413224429,8,3,0,2,4,1,3,12,9,4
u2835,1,176,129,176,,,,,198.1333313,142.8666687,0.721062899,171.25,26.88333321,0.864316523,160,122,0.762499511,16,7,0.437497258,0.9090904,1,24,1.125756979,63,78,68,10,12.11666679,0.033333335,2.572807312,6.065904617,0,48.06666565,81.11261749,3.956475973,120,7,0,27,101,31,0,42,39,24
u3813,1,6,2,6,,,,,12.85000038,1.5,0.116730608,11.35000038,1.5,0.883261621,4,0,0,2,2,0.999949992,0.66665554,0,6,2.141630888,1,4,2,0,7.466666698,0.300000012,5.897470951,187.2962952,69.26667023,313.6666565,8999.835938,0.128139153,2,1,0,1,3,0,1,6,2,4
u3885,1,30,7,30,,,,,34.59999847,2.883333445,0.08333309,34.09999847,0.5,0.985546291,29,6,0.206895843,1,1,0.999899983,0.96666342,0,9,1.153329492,9,16,8,1,12.28333378,0.033333335,5.032990456,34.91090775,0.016666668,165.3000031,1896.818604,0.68746227,24,1,0,0,17,11,1,17,4,16
u4806,1,216,81,214,1,1,,,287.4333191,88.80000305,0.308941096,286.6333313,0.800000012,0.997216403,214,81,0.378504485,2,0,0,0.990740299,0,34,1.330709219,107,99,44,36,7,0.016666668,1.668755174,4.702635288,0,434.2999878,895.0651245,5.103412628,119,7,0,212,2,0,1,24,22,21
u0855,1,200,151,95,,105,,,303.9333191,263.5,0.866966128,303.1166687,0.816666663,0.997312665,199,151,0.758793592,1,0,0,0.994999528,0,35,1.519665956,84,112,27,7,20.33333397,0.033333335,5.361115932,5.35175848,0.016666668,53.28333282,63.51905823,4.484423637,107,5,1,7,190,2,0,43,40,25
u3472,1,2,1,2,,,,,2.933333397,0.716666639,0.244309857,0.716666639,2.216666698,0.244309857,1,1,0.999899983,1,0,0,0.499974996,0,2,1.466593385,1,1,0,0,2.216666698,0.716666639,0.562471867,66.48266602,66.48332977,66.48332977,4.42E-07,0.360995799,1,0,0,0,0,0,1,2,1,1
u4041,1,477,149,277,32,168,,,1714.400024,655.4666748,0.38233003,1604.366699,110.0333328,0.935818136,437,146,0.334096044,40,3,0.074999809,0.916142344,0,111,3.594129324,179,234,139,30,30,0.016666668,17.0197773,2.243102312,0,35.51666641,20.04437256,10.69899082,138,111,4,98,238,99,29,45,38,43
u3346,1,247,135,247,,,,,191.9833374,103.6833344,0.540063977,186.4333344,5.550000191,0.971090734,237,131,0.552742362,10,4,0.399996012,0.959513783,0,40,0.777260125,81,123,69,6,9.916666985,0.050000001,1.096060276,4.331300735,0.016666668,36,39.95106506,5.540932655,201,5,0,147,70,19,0,44,42,33
u2400,1,168,26,79,87,2,,,327.2833252,23.21666718,0.070937492,302.2999878,24.98333359,0.923664212,152,24,0.157894626,16,2,0.124999218,0.904761374,0,44,1.948113918,47,96,51,12,19.58333397,0.016666668,6.962688923,6.317464828,0,61.46666718,118.7788315,3.798932314,77,13,0,47,93,10,0,38,14,36
u2870,1,175,70,118,1,56,,,266.5333252,85.34999847,0.320222497,261.6833191,4.849999905,0.98180306,171,68,0.397660583,4,2,0.499987513,0.977142274,0,40,1.523046732,64,71,48,34,17.66666603,0.166666672,3.803723812,5.853831291,0,105.3666687,159.0575714,4.09980917,97,8,0,22,96,39,1,34,26,28
u2421,1,362,175,317,44,1,,,262.9833374,117.8499985,0.448127091,260.7000122,2.283333302,0.991317213,358,173,0.483240098,4,2,0.499987513,0.988950014,0,28,0.726473093,111,188,44,103,12.80000019,0.016666668,1.335978508,2.965835571,0,25.25,16.95935631,8.091881752,304,4,0,2,319,36,3,45,44,45
u0213,1,57,31,28,3,26,,,94,27.88333321,0.296630889,59.73333359,34.26666641,0.635460317,34,21,0.617645264,23,10,0.434780717,0.596490204,0,42,1.649119973,14,42,2,0,11.41666698,0.033333335,5.521310329,18.89702034,0.016666668,191.1166687,1586.423584,1.27003479,33,5,0,10,19,5,1,21,20,4
u0979,1,321,152,311,1,9,,,569.6833496,282.0166626,0.495041013,548.2666626,21.41666603,0.96240586,312,143,0.458333194,9,9,0.999988914,0.971962333,0,43,1.774713874,111,163,97,15,17.81666756,0.033333335,6.856863499,3.329999924,0,25.56666756,25.26984406,7.206991196,182,23,0,108,157,45,1,45,39,42
u0568,1,706,365,614,,92,,,820.083313,405.7666626,0.494787067,799.083313,21,0.974392712,696,357,0.512930989,10,8,0.799992025,0.985835552,0,116,1.161590934,296,371,136,4,20.28333282,0.033333335,2.639703512,1.517092228,0,18.89999962,10.5757494,15.81869507,474,13,1,78,508,107,3,45,45,45
u1796,1,175,72,112,6,57,,,544.9666748,139.3666687,0.255734235,452.1499939,92.81666565,0.829683602,146,59,0.404109299,29,13,0.448274314,0.834285259,1,78,3.114093542,57,70,65,4,41.79999924,0.016666668,30.91890717,6.007566929,0,47.34999847,77.69541168,3.994895458,83,22,5,39,74,28,7,40,30,35
u4013,1,51,19,,,51,,,272.3333435,117.6166687,0.431884795,272.2000122,0.13333334,0.99951005,50,18,0.359999269,1,1,0.999899983,0.980390251,0,15,5.339859009,26,20,9,0,34.46666718,0.13333334,59.82073212,20.62966347,0.016666668,123.9666672,785.3706665,1.163367748,15,12,3,37,11,2,0,25,18,17
u4730,1,84,19,78,5,1,,,204.0333405,34.88333511,0.170968711,179.4499969,24.58333397,0.879512727,69,18,0.260869175,15,1,0.066666223,0.821427584,0,42,2.42896533,33,41,26,3,22.56666756,0.116666667,12.9317646,10.55441666,0,80.81666565,236.1218109,2.273908138,39,9,1,20,28,17,10,30,13,26
u3815,1,36,17,24,,12,,,217.8500061,86.58333588,0.397444546,213.5500031,4.300000191,0.980261207,32,13,0.406248719,4,4,0.999975026,0.888886392,1,17,6.051372051,10,18,13,2,32.11666489,0.033333335,85.7893219,24.31713676,0.033333335,144.5666656,1322.798828,0.986954272,18,7,4,6,25,0,1,18,13,14
u2638,1,86,33,26,46,14,,,404.9500122,96.3666687,0.237971708,404.5833435,0.366666675,0.999094307,85,32,0.376470149,1,1,0.999899983,0.988370955,0,15,4.708715439,37,34,18,14,73.16666412,0.183333337,90.87524414,12.51274395,0.016666668,242.2666626,885.0651855,1.918029189,29,12,4,41,25,19,0,25,14,23
u2754,1,386,227,372,,14,,,485.9166565,325.0666809,0.668976009,472.7666626,13.14999962,0.972937524,375,217,0.578666508,11,10,0.909082651,0.971502364,0,45,1.258851171,201,187,23,25,11.69999981,0.083333336,2.340484619,2.766363621,0,39.28333282,27.87343216,8.675335884,247,17,0,97,195,83,1,44,44,40
u1003,1,112,67,99,11,2,,,158.8333282,84.8666687,0.534312367,153.3666687,5.466666698,0.965581775,103,58,0.563106239,9,9,0.999988914,0.919642031,0,33,1.418153524,59,45,18,4,9.949999809,0.06666667,2.820828676,9.60675621,0.016666668,77.65000153,192.0452118,2.498215914,68,7,0,32,51,19,1,38,34,25
