id,CALL_RDD_RECORD,CALL_RDD_CNT,CALL_RDD_CNT_IN,CALL_RDD_LOCAL,CALL_RDD_IN_PROVINCE,CALL_RDD_BY_PROVINCE,CALL_RDD_GAT,CALL_RDD_INTERNATIONAL,CALL_RDD_TIME,CALL_RDD_TIME_IN,CALL_RDD_TIME_INOUTRATIO,CALL_RDD_TIME_PERSON,CALL_RDD_TIME_BUSINESS,CALL_RDD_TIME_PBRATIO,CALL_RDD_PERSON,CALL_RDD_PERSON_IN,CALL_RDD_PERSON_RATIO,CALL_RDD_BUSINESS,CALL_RDD_BUSINESS_IN,CALL_RDD_BUSINESS_RATIO,CALL_RDD_PBRATIO,CALL_RDD_HOWMANYPERSON,CALL_RDD_HOWMANYBUSINESS,CALL_RDD_AVGTIME,CALL_RDD_DAYTIME,CALL_RDD_AFTERNOON,CALL_RDD_NIGHT,CALL_RDD_BEFOREDAWN,CALL_RDD_MAXTIME,CALL_RDD_MINTIME,CALL_RDD_TIMEVAR,CALL_RDD_MEANFREQ,CALL_RDD_MINFREQ,CALL_RDD_MAXFREQ,CALL_RDD_VARFREQ,CALL_RDD_FREQONEDAY,CALL_RDD_SHORTTIME,CALL_RDD_LONGTIME,CALL_RDD_LLONGTIME,CALL_RDD_LIANTONG,CALL_RDD_YIDONG,CALL_RDD_DIANXIN,CALL_RDD_KEFU,CALL_RDD_DAYWITHCALL,CALL_RDD_DAYWITHCALLIN,CALL_RDD_DAYWITHCALLOUT,CALL_RDD_DAY40TODAY45_CNT,CALL_RDD_DAY40TODAY45_IN,CALL_RDD_DAY40TODAY45_INOUTRATIO,CALL_RDD_DAY40TODAY45_RECORD,CALL_RDD_DAY40TODAY45_TIME,CALL_RDD_DAY40TODAY45_TIME_AVG,CALL_RDD_DAY40TODAY45_TIME_IN,CALL_RDD_DAY40TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY40TODAY45_TIME_VAR,CALL_RDD_DAY38TODAY45_CNT,CALL_RDD_DAY38TODAY45_IN,CALL_RDD_DAY38TODAY45_INOUTRATIO,CALL_RDD_DAY38TODAY45_RECORD,CALL_RDD_DAY38TODAY45_TIME,CALL_RDD_DAY38TODAY45_TIME_AVG,CALL_RDD_DAY38TODAY45_TIME_IN,CALL_RDD_DAY38TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY38TODAY45_TIME_VAR,CALL_RDD_DAY30TODAY45_CNT,CALL_RDD_DAY30TODAY45_IN,CALL_RDD_DAY30TODAY45_INOUTRATIO,CALL_RDD_DAY30TODAY45_RECORD,CALL_RDD_DAY30TODAY45_TIME,CALL_RDD_DAY30TODAY45_TIME_AVG,CALL_RDD_DAY30TODAY45_TIME_IN,CALL_RDD_DAY30TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY30TODAY45_TIME_VAR,CALL_RDD_DAY42TODAY45_CNT,CALL_RDD_DAY42TODAY45_IN,CALL_RDD_DAY42TODAY45_INOUTRATIO,CALL_RDD_DAY42TODAY45_RECORD,CALL_RDD_DAY42TODAY45_TIME,CALL_RDD_DAY42TODAY45_TIME_AVG,CALL_RDD_DAY42TODAY45_TIME_IN,CALL_RDD_DAY42TODAY45_TIME_INOUTRATIO,CALL_RDD_DAY42TODAY45_TIME_VAR,label
u1132,1,4,4,4,0,0,0,0,2.833333254,2.833333254,0.999964714,2.700000048,0.13333334,0.952907562,3,3,0.999966681,1,1,0.999899983,0.749981225,0,3,0.708315611,2,2,1,0,1.333333373,0.13333334,0.207842022,61.11090851,0.666666687,165.2833405,5472.482422,0.392727941,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u2402,1,33,25,26,4,3,0,0,42.51666641,30.70000076,0.722068071,40.26666641,2.25,0.947077334,31,23,0.741933107,2,2,0.999949992,0.939391077,0,14,1.288379908,18,20,5,3,9.016666412,0.016666668,3.215974808,30.71457291,0,90.1166687,580.0090942,0.781385481,23,1,0,5,23,3,1,25,18,8,1,0,0,1,0.316666663,0.316666663,0,0,0,2,1,0.5,1,0.683333337,0.341666669,0.366666675,0.536585391,0.000625,14,12,0.857142866,1,15.76666641,1.126190424,14.96666622,0.949260056,1.174948931,1,0,0,1,0.316666663,0.316666663,0,0,0,0
u0998,1,1146,681,1127,14,5,0,0,1385.199951,881.3166504,0.6362378,1325.283325,59.91666794,0.956745028,1102,651,0.590744019,44,30,0.681816638,0.961605489,0,174,1.208725929,569,531,97,129,12.69999981,0.016666668,1.974969745,0.929606974,0,19.03333282,5.442426205,25.81458473,722,33,0,114,822,163,0,45,45,45,137,91,0.664233565,1,184.8999939,1.349635005,120.4000015,0.651162803,3.340152025,154,104,0.675324678,1,207.0333405,1.344372272,140.8333282,0.680244744,3.100884676,311,202,0.649517655,1,387.4833374,1.245927095,259.6499939,0.670093358,2.43128562,87,61,0.701149404,1,104.1666641,1.197317958,70.59999847,0.677760005,2.525012016,0
u2765,1,580,239,415,17,148,0,0,1433.266724,551.1333618,0.384529471,1401,32.26666641,0.977487266,564,238,0.421985745,16,1,0.062499609,0.972413599,1,125,2.471148968,228,287,152,33,21.63333321,0.016666668,9.295902252,1.843868732,0,22.60000038,11.89300537,13.01540565,256,81,1,175,327,40,5,45,45,45,93,29,0.311827958,1,152.5666656,1.640501738,41.23333359,0.270264357,5.567075253,102,35,0.343137264,1,181.9666595,1.783986926,66.1166687,0.363344938,6.205010414,167,66,0.395209581,1,399.7333374,2.393612862,184.7666626,0.462224811,8.789626122,54,18,0.333333343,1,106.8000031,1.977777719,28.33333397,0.26529339,7.847201824,0
u4793,1,133,95,130,0,3,0,0,99.6333313,71.28333282,0.715455949,99.6333313,0,0.999998987,133,95,0.714285195,0,0,0,0.999999225,0,57,0.749122262,69,65,38,18,5.033333302,0.033333335,0.407139689,5.445454121,0,407.7833252,1263.786377,4.407265186,100,1,0,124,4,5,0,14,14,8,10,10,1,1,4.483333111,0.448333323,4.483333111,1,0.047747221,21,21,1,1,12.5666666,0.598412693,12.5666666,1,0.094441928,28,28,1,1,16.39999962,0.585714281,16.39999962,1,0.094081633,0,0,0,0,0,0,0,0,0,1
u1990,1,259,131,234,1,24,0,0,348.6166687,167.1166687,0.479370713,302.8666687,45.75,0.868766785,233,123,0.527896762,26,8,0.307691127,0.899613559,0,59,1.346009731,115,119,29,21,9.083333015,0.016666668,2.080839157,4.125064373,0,45.34999847,42.68026733,5.817949772,153,11,0,0,78,133,0,43,41,36,28,13,0.464285702,1,49.88333511,1.781547666,17.95000076,0.359839618,3.489669323,43,22,0.511627913,1,66.31666565,1.542248011,26.70000076,0.402613729,3.175611734,78,37,0.474358976,1,105.8499985,1.357051253,39.51666641,0.373327047,2.345281363,13,5,0.384615391,1,32.26666641,2.482051373,11.64999962,0.361053705,4.905874252,0
u2172,1,120,63,119,0,1,0,0,76.93333435,51.68333435,0.671792865,64.6166687,12.3166666,0.839903593,113,57,0.504424334,7,6,0.857130587,0.941665888,0,27,0.641110599,33,69,43,1,13.91666698,0.116666667,1.944743395,8.890055656,0,73.71666718,216.630722,2.699615479,109,2,0,4,56,46,0,34,24,26,15,8,0.533333361,1,8.350000381,0.556666672,4.616666794,0.552894235,0.296362966,23,12,0.521739125,1,24.46666718,1.063768148,19.20000076,0.784741163,7.717793465,49,26,0.53061223,1,37.86666489,0.772789121,26.06666756,0.688380301,3.765075922,11,7,0.636363626,1,5.800000191,0.527272701,4.033333302,0.695402324,0.374458224,0
u3587,1,249,108,238,1,10,0,0,221.5666656,89.3666687,0.403339684,217.3333282,4.233333111,0.980893195,248,107,0.43145144,1,1,0.999899983,0.995983541,0,51,0.889825642,141,95,51,37,6.5,0.050000001,0.74085784,4.276545525,0,53.09999847,64.42589569,5.611875057,173,1,0,2,210,35,1,40,35,35,39,16,0.410256416,1,25.18333244,0.645726502,8.449999809,0.335539371,0.424283743,50,21,0.419999987,1,34.58333206,0.691666663,12.01666641,0.347469866,0.439491659,130,50,0.384615391,1,118.2166672,0.909358978,41.16666794,0.34823066,0.915628195,20,9,0.449999988,1,14.46666622,0.723333359,6.683333397,0.461981565,0.521177769,0
u2655,1,175,67,172,2,1,0,0,265.2999878,129.9333344,0.489759833,214.0833282,51.21666718,0.806947827,162,54,0.333333135,13,13,0.999992311,0.925713778,1,90,1.515999079,77,100,23,7,27.06666756,0.016666668,7.106327057,6.085727692,0,94.3833313,152.8847961,3.943588495,111,11,1,10,143,8,3,37,27,28,9,4,0.444444448,1,9.616666794,1.068518519,6.266666889,0.651646435,0.748978078,11,4,0.363636374,1,9.949999809,0.904545426,6.266666889,0.629815757,0.733842969,26,12,0.461538464,1,26.01666641,1.000640988,12.89999962,0.49583599,1.681142807,6,3,0.5,1,8.850000381,1.475000024,6,0.677966118,0.626273155,0
u4510,1,2423,1110,2295,0,128,0,0,1980.016724,819.4333496,0.413851708,1975.833374,4.183333397,0.997887194,2418,1105,0.456989229,5,5,0.999979973,0.997936428,0,240,0.817175627,1225,891,547,551,26.5,0.016666668,1.764503241,0.440276623,0,17.61666679,1.678645611,54.498806,1890,26,3,2353,62,1,3,45,45,45,387,177,0.457364351,1,341.7333374,0.883031845,127,0.371634811,1.428830624,564,252,0.446808517,1,483.3833313,0.857062638,184.2666626,0.381201953,1.420215607,1083,468,0.432132959,1,926.4500122,0.855447829,354.9333191,0.383111149,1.605796695,236,110,0.466101706,1,200.2166595,0.848375678,70.21666718,0.350703418,1.795506954,1
u0525,1,420,329,414,5,1,0,0,487.3999939,377.6166687,0.774757028,441.1333313,46.26666641,0.905074358,401,323,0.805486083,19,6,0.315787822,0.954761684,0,118,1.160475969,101,223,179,24,22.71666718,0.016666668,2.476127863,2.551829576,0,35.63333511,24.60094833,9.404647827,269,11,1,6,135,43,2,44,43,31,49,44,0.897959173,1,49.71666718,1.014625907,43.58333206,0.87663424,0.807410777,75,70,0.933333337,1,86.56666565,1.15422225,80.43333435,0.929149032,1.568756223,161,145,0.900621116,1,171.6000061,1.065838456,154.6999969,0.901515126,1.115306377,24,21,0.875,1,23.75,0.989583313,20.56666756,0.86596489,0.493467867,0
u2293,1,207,145,201,6,0,0,0,214.2333374,145.5,0.679165721,213.6833344,0.550000012,0.997432232,205,143,0.697560608,2,2,0.999949992,0.99033767,0,69,1.034943104,99,96,30,26,19.16666603,0.016666668,3.806498528,5.14886713,0,45.96666718,52.7612915,4.661128998,150,7,0,14,170,20,0,44,37,31,34,25,0.735294104,1,29.31666756,0.862254918,24.73333359,0.843661189,0.582619429,46,37,0.804347813,1,37.29999924,0.810869575,32.71666718,0.877122402,0.540582359,74,51,0.689189196,1,69.73332977,0.942342341,45.51666641,0.652724683,1.271270156,24,18,0.75,1,22.66666603,0.944444418,19.95000076,0.88014704,0.725038588,0
u3950,1,91,34,51,40,0,0,0,145.5666656,47.65000153,0.327341199,145.5666656,0,0.999999285,91,34,0.373625964,0,0,0,0.999998927,0,3,1.599631906,34,56,17,2,11.35000038,0.083333336,3.5450387,10.99073982,0,75.59999847,233.2572021,2.183636665,52,4,0,18,73,0,0,32,17,26,9,7,0.777777791,1,9.816666603,1.0907408,8.616666794,0.87775892,0.777105629,12,9,0.75,1,12.63333321,1.052777767,9.966666222,0.788918197,0.631705225,36,15,0.416666657,1,50.90000153,1.413888931,15.96666622,0.313686967,2.769066334,7,6,0.857142866,1,8.899999619,1.271428585,8.149999619,0.915730357,0.852199554,0
u1767,1,272,108,255,17,0,0,0,168.4666595,66.83333588,0.396715224,142.0166626,26.45000076,0.842995167,223,99,0.443946004,49,9,0.183673099,0.81985265,0,18,0.619362533,149,126,54,13,15.1833334,0.100000001,1.442134738,3.939544678,0,70.66666412,51.00790787,6.091919899,238,3,0,146,48,26,0,43,36,42,11,4,0.363636374,1,6.066666603,0.551515162,3.416666746,0.563186824,0.240174472,18,8,0.444444448,1,8.550000191,0.474999994,4.666666508,0.545808971,0.161242291,81,35,0.432098776,1,42.68333435,0.52695471,20.91666603,0.490042955,0.271622539,11,4,0.363636374,1,6.066666603,0.551515162,3.416666746,0.563186824,0.240174472,0
u1572,1,33,4,1,0,32,0,0,47.83333206,7.666666508,0.16027841,44.33333206,3.5,0.926827312,28,4,0.142856628,5,0,0,0.848482251,0,5,1.449490547,9,15,21,0,5.050000191,0.050000001,1.700962663,32.33800888,0,208.0500031,1897.126221,0.742158413,18,1,0,20,0,8,0,19,4,18,2,1,0.5,1,2.483333349,1.241666675,1.649999976,0.664429545,0.166736111,4,1,0.25,1,4.016666889,1.004166722,1.649999976,0.410788387,0.151024312,17,2,0.117647059,1,26.68333244,1.569607854,6.650000095,0.249219239,1.708765864,1,1,1,1,1.649999976,1.649999976,1.649999976,1,0,0
u3654,1,59,18,39,0,20,0,0,159.8166656,58.56666565,0.366461337,144.8666687,14.94999981,0.906454742,49,18,0.367346197,10,0,0,0.83050704,0,9,2.708752394,24,17,11,18,13.69999981,0.166666672,8.559621811,15.60258389,0,86.83333588,270.3055725,1.538196921,22,12,0,1,46,2,10,32,13,27,3,1,0.333333343,1,16.26666641,5.422222137,4.400000095,0.270491809,0.522654295,6,3,0.5,1,27.89999962,4.650000095,14.26666641,0.511350036,2.807499886,22,8,0.363636374,1,54,2.454545498,24.41666603,0.452160507,5.400686264,1,0,0,1,5.949999809,5.949999809,0,0,0,0
u2478,1,566,370,502,13,51,0,0,720.3833618,461.0166626,0.63996011,700.9500122,19.43333244,0.973023474,555,365,0.657657564,11,5,0.454541326,0.98056519,0,133,1.272761822,149,310,198,5,21.63333321,0.016666668,2.828288317,1.893067837,0.016666668,45.01666641,15.81129646,12.67716503,338,16,1,114,345,96,0,44,43,41,60,35,0.583333313,1,57.51666641,0.958611131,31.45000076,0.54679805,0.67769897,95,63,0.66315788,1,99.40000153,1.046315789,67.98332977,0.683936954,0.935088754,152,98,0.644736826,1,181.9833374,1.19725883,122.5833359,0.673596501,1.739003778,35,18,0.514285743,1,35.78333282,1.022380948,16.21666718,0.453190506,0.712919712,0
u4059,1,56,24,29,0,27,0,0,83.76667023,35.66666794,0.425785393,83.48332977,0.283333331,0.996616423,55,23,0.418181062,1,1,0.999899983,0.982141078,0,17,1.495830655,21,23,19,4,12.1833334,0.050000001,4.712037563,17.81727028,0.016666668,75.25,267.9598999,1.347000241,35,3,0,24,30,0,0,34,19,23,10,4,0.400000006,1,10.63333321,1.063333392,3.416666746,0.3213166,1.613822222,11,5,0.454545468,1,12.08333302,1.098484874,4.866666794,0.402758628,1.479467392,25,10,0.400000006,1,44.21666718,1.768666625,20.16666603,0.45608744,6.243251324,4,1,0.25,1,6.066666603,1.516666651,0.583333313,0.096153848,3.431250095,0
u1797,1,692,296,590,27,75,0,0,1738.31665,855.3833618,0.492075652,1733.083374,5.233333111,0.996989369,686,291,0.42419818,6,5,0.833319426,0.991329312,0,123,2.512017965,272,303,219,26,30,0.016666668,21.71604919,1.559068918,0,110.3499985,23.74791908,15.39281559,385,69,13,151,379,142,0,42,42,41,18,6,0.333333343,1,16.60000038,0.922222197,3.033333302,0.182730928,1.508611083,49,15,0.306122452,1,71.16666412,1.452380896,12.30000019,0.172833726,4.031043053,185,84,0.454054058,1,379.2999878,2.050270319,206.2833405,0.543852687,16.0241642,9,2,0.222222224,1,10.30000019,1.144444466,0.666666687,0.064724922,2.690555573,0
u2828,1,2,0,0,0,2,0,0,7.266666889,0,0,7.266666889,0,0.999986231,2,0,0,0,0,0,0.999949992,0,1,3.63315177,0,1,1,0,3.933333397,3.333333254,0.089995533,126.1987381,126.1999969,126.1999969,1.59E-06,0.190176085,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u2610,1,136,77,78,58,0,0,0,238.8666687,151.4499969,0.634035468,236.6166687,2.25,0.990580082,133,75,0.563909352,3,2,0.666644454,0.97794044,0,31,1.75637126,47,81,24,19,15.53333378,0.150000006,6.720788002,7.744320393,0.016666668,71.81666565,153.8090973,3.099005222,83,14,0,52,30,41,1,36,33,22,17,12,0.70588237,1,30.91666603,1.818627477,27.23333359,0.880862534,6.229897976,19,14,0.736842096,1,37.54999924,1.976315737,33.86666489,0.901908576,6.610740185,25,19,0.75999999,1,55.25,2.210000038,46.40000153,0.839819014,6.486533165,8,4,0.5,1,14.83333302,1.854166627,11.83333302,0.797752798,11.38491344,0
u1487,1,331,69,199,26,106,0,0,324.4500122,52.25,0.161041707,307.3999939,17.04999924,0.947449267,320,66,0.206249937,11,3,0.272724807,0.966767073,0,141,0.980211198,73,153,146,18,10.3166666,0.033333335,1.517606497,3.128686666,0,136.0166626,90.73246765,7.670704842,234,6,0,109,186,25,4,37,27,35,2,1,0.5,1,0.383333325,0.191666663,0.216666669,0.565217376,0.000625,4,1,0.25,1,5.416666508,1.354166627,0.216666669,0.039999999,1.355190992,26,8,0.307692319,1,36.25,1.394230723,9.016666412,0.248735636,1.486964583,2,1,0.5,1,0.383333325,0.191666663,0.216666669,0.565217376,0.000625,0
u2974,1,1,0,0,1,0,0,0,1.25,0,0,1.25,0,0.999920011,1,0,0,0,0,0,0.999899983,0,1,1.249875069,0,1,0,0,1.25,1.25,1.56E-08,1080,1080,1080,0,0.022222221,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u1822,1,190,92,187,1,2,0,0,159.5500031,88.3833313,0.553953469,158.1166687,1.433333278,0.991015792,185,90,0.486486226,5,2,0.399991989,0.973683715,0,41,0.839736402,59,100,71,15,8.5,0.100000001,0.814208567,5.638976574,0,48.21666718,80.23226929,4.256015778,144,1,0,122,50,12,0,40,38,37,31,12,0.387096763,1,24.51666641,0.790860236,9.399999619,0.383412659,0.22605446,41,17,0.414634138,1,33.73333359,0.822764218,16.38333321,0.485671937,0.395430297,65,28,0.430769235,1,57.25,0.880769253,29.28333282,0.511499286,0.490591705,18,6,0.333333343,1,14.33333302,0.796296299,5.699999809,0.397674412,0.224585041,0
u1289,1,41,20,36,5,0,0,0,52.09999847,32.15000153,0.617081344,45.31666565,6.783333302,0.869799972,35,20,0.571426928,6,0,0,0.853656471,0,12,1.270728588,27,9,9,1,11.26666641,0.016666668,3.684242725,25.75874329,0,236.5500031,2224.329834,0.931718826,23,2,0,13,21,0,4,20,13,13,8,3,0.375,1,17.61666679,2.202083349,12.39999962,0.70387888,12.66829395,8,3,0.375,1,17.61666679,2.202083349,12.39999962,0.70387888,12.66829395,10,5,0.5,1,24.10000038,2.410000086,18.88333321,0.783540785,11.18256664,5,1,0.200000003,1,15.0666666,3.013333321,11.26666641,0.747787595,18.40893364,0
u2801,1,242,145,180,0,62,0,0,161.2333374,86.91666412,0.539073467,159.2666626,1.966666698,0.987801731,241,145,0.601659477,1,0,0,0.995867372,0,37,0.66625315,119,124,7,31,3.616666555,0.033333335,0.348108053,4.420954227,0,43.40000153,60.66501999,5.428569317,202,0,0,3,167,71,0,43,39,31,27,16,0.592592597,1,15.5,0.57407409,9.233333588,0.595698953,0.185562417,29,17,0.586206913,1,16.73333359,0.577011466,10.21666622,0.610557795,0.182153523,50,33,0.660000026,1,33.73333359,0.674666643,21.58333397,0.639822125,0.346558213,21,10,0.476190478,1,10.66666698,0.507936537,4.400000095,0.412499994,0.117317967,0
u2103,1,47,19,43,0,4,0,0,29.36666679,11.96666622,0.407490104,29.14999962,0.216666669,0.99261862,46,18,0.391303509,1,1,0.999899983,0.978721321,0,13,0.624821365,11,22,22,7,7.333333492,0.083333336,1.25682795,19.34782219,0.016666668,120.7666702,745.2016602,1.240443349,42,1,0,11,32,2,0,21,12,16,0,0,0,0,0,0,0,0,0,1,1,1,1,0.75,0.75,0.75,1,0,10,3,0.300000012,1,5.5,0.550000012,3.466666698,0.630303025,0.498944432,0,0,0,0,0,0,0,0,0,0
u0024,1,653,399,615,11,27,0,0,1115.283325,665.4000244,0.596619666,1087.866699,27.41666603,0.975417197,613,361,0.588906944,40,38,0.949997604,0.938744128,0,143,1.707937479,258,420,63,2,36.28333282,0.016666668,8.198332787,1.628041863,0,21.36666679,13.74787998,14.74073029,380,38,4,103,360,111,2,45,45,44,65,42,0.646153867,1,73.18333435,1.125897408,43.88333511,0.599635601,2.014812231,103,62,0.601941764,1,103.0833359,1.000809073,59.63333511,0.578496337,1.463583469,240,151,0.629166663,1,291.0333252,1.212638855,171.2333374,0.58836329,2.311460733,41,26,0.634146333,1,41.76666641,1.018699169,24.10000038,0.577015162,1.243512154,0
u2465,1,429,194,424,0,5,0,0,405.2333374,174.3833313,0.430328101,360.6833191,44.54999924,0.890063107,405,184,0.454320878,24,10,0.416664928,0.944055736,0,75,0.944599628,188,255,29,15,10.78333378,0.033333335,1.122953653,2.475194693,0,69.01667023,30.83859825,9.695815086,307,5,0,45,284,74,1,43,42,42,66,31,0.469696969,1,57,0.863636374,26.31666756,0.46169591,0.3160851,82,39,0.47560975,1,85.8666687,1.047154427,38.63333511,0.449922353,1.720073223,176,80,0.454545468,1,179.6833344,1.020928025,73.28333282,0.407847136,1.472025752,30,15,0.5,1,27.53333282,0.917777777,13.76666641,0.5,0.412276536,0
u4592,1,454,255,413,2,39,0,0,303.0666809,164.6333313,0.543224633,301.7666626,1.299999952,0.995710194,451,253,0.560975492,3,2,0.666644454,0.993391871,0,40,0.667547584,167,230,90,32,6.366666794,0.016666668,0.435739458,2.360338449,0,41.04999924,24.22222137,10.16760254,374,1,0,10,352,88,3,44,43,39,71,40,0.563380301,1,58,0.816901386,26.41666603,0.455459774,0.589784741,142,74,0.521126747,1,108.6500015,0.765140831,54.09999847,0.497929126,0.470672548,252,138,0.547619045,1,180.3333282,0.715608478,98.30000305,0.545101643,0.390627176,51,29,0.568627477,1,39.54999924,0.775490224,17.36666679,0.439106613,0.503729343,1
u0200,1,131,40,94,4,33,0,0,276,66.09999847,0.23949267,276,0,0.999999642,131,40,0.30534327,0,0,0,0.999999225,0,31,2.106868505,44,59,52,10,27,0.200000003,13.08045578,8.176280975,0.016666668,93.01667023,192.1315613,2.935283899,69,11,2,46,78,4,0,36,19,31,18,7,0.388888896,1,26.39999962,1.466666698,6.599999905,0.25,1.470185161,34,13,0.382352948,1,38.13333511,1.12156868,10.6833334,0.280157357,1.024240732,69,29,0.420289844,1,121.2666702,1.757487893,42.28333282,0.348680586,7.816590309,9,5,0.555555582,1,15.44999981,1.716666698,4.966666698,0.321467102,2.363456726,0
u2818,1,53,38,51,0,2,0,0,196.8666687,182.3833313,0.926430285,194.4499969,2.416666746,0.987723827,52,37,0.711537123,1,1,0.999899983,0.981130242,0,11,3.714458466,22,19,17,5,36.70000076,0.033333335,43.01349258,16.67756081,0.016666668,121.4499969,600.0861206,1.439050674,21,8,2,11,38,3,0,26,23,12,4,4,1,1,41.81666565,10.45416641,41.81666565,1,231.7360229,7,5,0.714285731,1,43.96666718,6.280952454,42.04999924,0.956406355,155.7516174,20,14,0.699999988,1,90.66666412,4.533333302,84.01667023,0.926654398,67.19230652,2,2,1,1,4.550000191,2.275000095,4.550000191,1,3.270069361,0
u0231,1,330,120,326,2,2,0,0,788.9000244,317.5833435,0.402564704,785.8666382,3.033333302,0.996154845,325,115,0.353846043,5,5,0.999979973,0.984848201,0,42,2.39060545,146,149,58,39,30,0.083333336,18.06485558,3.217527866,0.016666668,38.08333206,26.96100998,7.458911419,167,33,6,146,166,11,1,44,37,44,38,21,0.552631557,1,82.90000153,2.181578875,32.48333359,0.391837567,12.09294987,53,24,0.452830195,1,119.7166672,2.258805037,35.66666794,0.297925651,10.1359396,128,49,0.3828125,1,298.8500061,2.334765673,86.3833313,0.289052486,14.01281261,26,14,0.538461566,1,64.48332977,2.480128288,20.48333359,0.317653149,16.4360466,0
u4125,1,468,119,236,16,216,0,0,535.2999878,119.0666656,0.222429752,510.2166748,25.08333397,0.953141391,451,116,0.257206142,17,3,0.17646955,0.963675022,0,86,1.14380312,260,207,36,38,23.08333397,0.116666667,2.437870741,2.287544489,0,25.56666756,18.89777756,10.49114037,299,7,1,14,358,78,0,45,40,44,66,17,0.25757575,1,84.34999847,1.278030276,12.39999962,0.147006527,7.991104126,72,18,0.25,1,89.8833313,1.248379588,14.58333302,0.16224736,7.374013424,194,49,0.252577305,1,232.5500031,1.198711395,52.66666794,0.226474598,3.322116137,53,14,0.264150947,1,67.41666412,1.272012591,10.75,0.159456119,9.553320885,1
u0701,1,252,156,234,4,14,0,0,153.8166656,93.75,0.609491408,146.3500061,7.466666698,0.951456726,235,147,0.625531673,17,9,0.529408634,0.932539284,0,59,0.610383332,98,119,77,14,15.11666679,0.016666668,1.707831264,4.257171154,0,42.63333511,38.09082031,5.637413979,223,4,0,49,140,46,1,44,43,35,28,19,0.678571403,1,11.25,0.401785702,6.449999809,0.573333323,0.158558324,43,27,0.627906978,1,35.16666794,0.81782943,26.39999962,0.750710905,5.07941103,100,61,0.610000014,1,72.30000305,0.72299999,41.16666794,0.56938684,3.28552103,21,14,0.666666687,1,8.566666603,0.407936513,4.566666603,0.533073902,0.18718569,0
u2529,1,96,39,95,0,1,0,0,133.1499939,36.54999924,0.274502248,133.1499939,0,0.999999225,96,39,0.406249583,0,0,0,0.999998987,0,5,1.386977673,23,43,27,19,14.30000019,0.050000001,5.828426838,2.994736433,0.016666668,15.5666666,14.57318687,8.013792992,61,4,0,0,96,0,0,13,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u2918,1,86,47,85,1,0,0,0,93.1333313,37.31666565,0.400679588,69.93333435,23.20000076,0.75089395,66,41,0.621211171,20,6,0.299998492,0.767440975,0,16,1.082944512,37,38,14,13,16.70000076,0.016666668,4.427035809,12.37548828,0.016666668,85.19999695,291.9621277,1.939301729,59,3,0,2,29,35,0,31,26,23,13,6,0.461538464,1,13.3166666,1.024358988,3.633333445,0.272841066,3.031650305,18,10,0.555555582,1,16.28333282,0.904629648,6.466666698,0.397134095,2.426105022,44,23,0.522727251,1,35.98333359,0.817803025,17.29999924,0.480778128,1.341090918,9,4,0.444444448,1,11.41666698,1.268518567,2.033333302,0.178102195,4.104718685,0
u1677,1,539,152,493,14,32,0,0,795.7333374,229.2833405,0.288140893,785.8499756,9.883333206,0.987579465,528,143,0.270833284,11,9,0.818174362,0.979591668,0,141,1.476313829,283,240,44,49,18.31666756,0.016666668,3.711208105,1.968773246,0,23.64999962,15.77669525,12.18971348,290,20,0,85,308,133,1,45,41,45,84,16,0.190476194,1,104.5166702,1.244246006,24.81666756,0.237442195,1.03497684,105,26,0.247619048,1,135.4333344,1.289841294,43.03333282,0.317745507,1.136431217,200,49,0.245000005,1,266.1166687,1.330583334,75.51667023,0.283772767,2.583135605,51,9,0.176470593,1,58.71666718,1.151307225,15.10000038,0.25716719,1.110575676,0
u4474,1,2233,1787,2225,0,8,0,0,2181.516602,1629.06665,0.746758699,2178.93335,2.583333254,0.998815775,2229,1784,0.800358891,4,3,0.749981225,0.998208642,0,216,0.976944268,1070,849,623,678,25.83333397,0.016666668,3.097726583,0.480346471,0,12.89999962,1.549979329,49.95353699,1758,45,3,2074,144,9,2,45,45,44,394,354,0.898477137,1,345.2666626,0.876311362,302.1833191,0.875217199,1.226828814,575,505,0.878260851,1,508.8999939,0.885043502,418.25,0.821870685,2.150683641,1220,1030,0.844262302,1,1188.449951,0.974139333,896.3499756,0.754217684,3.398853779,266,238,0.894736826,1,215.0500031,0.808458626,190.6999969,0.886770546,1.186761141,1
